id,state,district,city,road_name,road_segment,latitude,longitude,year,month,day,hour,road_category,cause,vehicle_type,road_user_type,weather,road_condition,lighting_condition,traffic_level,accidents,fatalities,injuries
ACC-10092,Maharashtra,Pune,Lonavala,Mumbai-Pune Expressway (Bhor Ghat),Khandala Downhill S-Curve km 42-48,18.76292,73.38248,2021,6,19,18,Expressway,Dangerous Junction Geometry,Heavy Truck,Commercial Goods,Rain,Damaged / Potholes,Unlit / Pitch Black,Low,1,2,1
ACC-10093,Maharashtra,Pune,Lonavala,Mumbai-Pune Expressway (Bhor Ghat),Khandala Downhill S-Curve km 42-48,18.76383,73.37646,2024,5,24,9,Expressway,Adverse Weather / Fog,Car,Motorized Passenger,Clear,Dry / Smooth,Daylight,Low,1,0,3
ACC-10094,Maharashtra,Pune,Lonavala,Mumbai-Pune Expressway (Bhor Ghat),Khandala Downhill S-Curve km 42-48,18.75592,73.37519,2021,3,9,21,Expressway,Adverse Weather / Fog,Bus,Motorized Passenger,Rain,Under Construction,Poor / Intermittent,Low,1,0,1
ACC-10095,Maharashtra,Pune,Lonavala,Mumbai-Pune Expressway (Bhor Ghat),Khandala Downhill S-Curve km 42-48,18.76681,73.37533,2024,11,10,12,Expressway,Overspeeding,Heavy Truck,Commercial Goods,Clear,Dry / Smooth,Daylight,Congested,1,0,0
ACC-10096,Maharashtra,Pune,Lonavala,Mumbai-Pune Expressway (Bhor Ghat),Khandala Downhill S-Curve km 42-48,18.76071,73.38708,2021,10,20,19,Expressway,Overspeeding,Heavy Truck,Commercial Goods,Clear,Damaged / Potholes,Streetlights Operational,Congested,1,0,3
ACC-10097,Maharashtra,Pune,Lonavala,Mumbai-Pune Expressway (Bhor Ghat),Khandala Downhill S-Curve km 42-48,18.76589,73.38496,2023,12,3,2,Expressway,Overspeeding,Car,Motorized Passenger,Fog/Mist,Under Construction,Streetlights Operational,Medium,1,2,1
ACC-10098,Maharashtra,Pune,Lonavala,Mumbai-Pune Expressway (Bhor Ghat),Khandala Downhill S-Curve km 42-48,18.768,73.38807,2021,11,21,9,Expressway,Overspeeding,Bus,Motorized Passenger,Clear,Under Construction,Daylight,Low,1,0,2
ACC-10099,Maharashtra,Pune,Lonavala,Mumbai-Pune Expressway (Bhor Ghat),Khandala Downhill S-Curve km 42-48,18.76617,73.38711,2023,2,19,17,Expressway,Brake Failure / Defect,Heavy Truck,Commercial Goods,Clear,Under Construction,Daylight,High,1,0,1
ACC-10100,Maharashtra,Pune,Lonavala,Mumbai-Pune Expressway (Bhor Ghat),Khandala Downhill S-Curve km 42-48,18.76576,73.37717,2021,11,22,9,Expressway,Overspeeding,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Daylight,Medium,1,0,1
ACC-10101,Maharashtra,Pune,Lonavala,Mumbai-Pune Expressway (Bhor Ghat),Khandala Downhill S-Curve km 42-48,18.76794,73.38564,2022,3,3,1,Expressway,Overspeeding,Bus,Motorized Passenger,Clear,Under Construction,Unlit / Pitch Black,Medium,1,1,2
ACC-10102,Maharashtra,Pune,Lonavala,Mumbai-Pune Expressway (Bhor Ghat),Khandala Downhill S-Curve km 42-48,18.76895,73.38665,2021,7,12,6,Expressway,Dangerous Junction Geometry,Bus,Motorized Passenger,Rain,Wet / Slippery,Daylight,Congested,1,0,1
ACC-10103,Maharashtra,Pune,Lonavala,Mumbai-Pune Expressway (Bhor Ghat),Khandala Downhill S-Curve km 42-48,18.7575,73.38436,2022,6,22,10,Expressway,Dangerous Junction Geometry,Heavy Truck,Commercial Goods,Clear,Under Construction,Daylight,Medium,1,0,0
ACC-10104,Maharashtra,Pune,Lonavala,Mumbai-Pune Expressway (Bhor Ghat),Khandala Downhill S-Curve km 42-48,18.7605,73.38924,2023,9,4,11,Expressway,Overspeeding,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Daylight,Medium,1,2,0
ACC-10105,Maharashtra,Pune,Lonavala,Mumbai-Pune Expressway (Bhor Ghat),Khandala Downhill S-Curve km 42-48,18.76839,73.38753,2022,8,12,9,Expressway,Overspeeding,Heavy Truck,Commercial Goods,Rain,Damaged / Potholes,Daylight,High,1,0,0
ACC-10106,Maharashtra,Pune,Lonavala,Mumbai-Pune Expressway (Bhor Ghat),Khandala Downhill S-Curve km 42-48,18.76228,73.38574,2023,3,5,19,Expressway,Adverse Weather / Fog,Bus,Motorized Passenger,Clear,Dry / Smooth,Streetlights Operational,High,1,0,2
ACC-10107,Maharashtra,Pune,Lonavala,Mumbai-Pune Expressway (Bhor Ghat),Khandala Downhill S-Curve km 42-48,18.76208,73.38421,2024,2,25,8,Expressway,Overspeeding,Car,Motorized Passenger,Rain,Damaged / Potholes,Daylight,Congested,1,2,1
ACC-10108,Maharashtra,Pune,Lonavala,Mumbai-Pune Expressway (Bhor Ghat),Khandala Downhill S-Curve km 42-48,18.76875,73.38281,2022,12,5,0,Expressway,Brake Failure / Defect,Car,Motorized Passenger,Fog/Mist,Damaged / Potholes,Streetlights Operational,High,1,0,1
ACC-10109,Maharashtra,Pune,Lonavala,Mumbai-Pune Expressway (Bhor Ghat),Khandala Downhill S-Curve km 42-48,18.76584,73.38586,2021,7,28,22,Expressway,Dangerous Junction Geometry,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Unlit / Pitch Black,High,1,1,2
ACC-10110,Maharashtra,Pune,Lonavala,Mumbai-Pune Expressway (Bhor Ghat),Khandala Downhill S-Curve km 42-48,18.76592,73.38142,2023,3,2,9,Expressway,Adverse Weather / Fog,Bus,Motorized Passenger,Rain,Under Construction,Daylight,Medium,1,0,0
ACC-10111,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.72825,77.17645,2023,4,2,17,Ring Road,Pedestrian Crossing Hazard,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Daylight,Congested,1,0,1
ACC-10112,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73978,77.17234,2022,5,12,3,Ring Road,Overspeeding,Heavy Truck,Commercial Goods,Rain,Under Construction,Poor / Intermittent,Congested,1,0,1
ACC-10113,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73384,77.17122,2024,6,26,1,Ring Road,Wrong-side Driving,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Unlit / Pitch Black,High,1,1,1
ACC-10114,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73507,77.17964,2024,6,15,9,Ring Road,Wrong-side Driving,Heavy Truck,Commercial Goods,Clear,Dry / Smooth,Daylight,Congested,1,0,2
ACC-10115,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73506,77.17958,2022,10,22,3,Ring Road,Poor Lighting,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Unlit / Pitch Black,Low,1,1,2
ACC-10116,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73882,77.16628,2023,8,25,2,Ring Road,Overspeeding,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Wet / Slippery,Poor / Intermittent,High,1,1,1
ACC-10117,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.7256,77.17531,2023,12,15,21,Ring Road,Overspeeding,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Dry / Smooth,Unlit / Pitch Black,Medium,1,0,1
ACC-10118,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.72742,77.16662,2023,11,12,11,Ring Road,Overspeeding,Heavy Truck,Commercial Goods,Clear,Damaged / Potholes,Daylight,Low,1,0,0
ACC-10119,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73186,77.17097,2024,1,12,9,Ring Road,Wrong-side Driving,Two-Wheeler,Vulnerable Road User (VRU),Clear,Dry / Smooth,Daylight,Low,1,0,2
ACC-10120,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73444,77.16731,2024,10,3,9,Ring Road,Pedestrian Crossing Hazard,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,Medium,1,0,2
ACC-10121,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73773,77.16841,2022,7,17,3,Ring Road,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Unlit / Pitch Black,Medium,1,2,2
ACC-10122,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.7374,77.16485,2023,3,21,20,Ring Road,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Streetlights Operational,Low,1,0,1
ACC-10123,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.72812,77.17732,2021,11,25,22,Ring Road,Poor Lighting,Auto-Rickshaw,Vulnerable Road User (VRU),Fog/Mist,Under Construction,Unlit / Pitch Black,Low,1,0,1
ACC-10124,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.72931,77.18021,2024,5,15,0,Ring Road,Poor Lighting,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Under Construction,Poor / Intermittent,Medium,1,1,2
ACC-10125,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.72575,77.16904,2023,7,5,11,Ring Road,Pedestrian Crossing Hazard,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Daylight,High,1,0,1
ACC-10126,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.72564,77.17069,2024,10,14,2,Ring Road,Overspeeding,Heavy Truck,Commercial Goods,Rain,Under Construction,Unlit / Pitch Black,Congested,1,0,1
ACC-10127,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73832,77.17604,2024,4,7,0,Ring Road,Pedestrian Crossing Hazard,Heavy Truck,Commercial Goods,Clear,Under Construction,Streetlights Operational,High,1,0,1
ACC-10128,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.74003,77.17529,2024,6,2,21,Ring Road,Poor Lighting,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Poor / Intermittent,Congested,1,0,1
ACC-10129,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73178,77.17171,2021,3,4,9,Ring Road,Overspeeding,Two-Wheeler,Vulnerable Road User (VRU),Rain,Damaged / Potholes,Daylight,High,1,1,1
ACC-10130,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73498,77.18008,2022,6,20,18,Ring Road,Overspeeding,Heavy Truck,Commercial Goods,Clear,Under Construction,Streetlights Operational,Congested,1,0,1
ACC-10131,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73426,77.17432,2023,12,28,3,Ring Road,Wrong-side Driving,Heavy Truck,Commercial Goods,Fog/Mist,Damaged / Potholes,Streetlights Operational,High,1,0,0
ACC-10132,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.7366,77.17913,2024,3,27,3,Ring Road,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Clear,Under Construction,Poor / Intermittent,Congested,1,0,1
ACC-10133,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73501,77.17828,2021,12,5,20,Ring Road,Overspeeding,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Wet / Slippery,Streetlights Operational,Medium,1,1,1
ACC-10134,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73202,77.17208,2023,10,16,7,Ring Road,Overspeeding,Heavy Truck,Commercial Goods,Clear,Damaged / Potholes,Daylight,Low,1,0,2
ACC-10135,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73128,77.1685,2023,5,4,20,Ring Road,Wrong-side Driving,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Streetlights Operational,High,1,1,1
ACC-10136,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.72793,77.166,2024,4,7,7,Ring Road,Overspeeding,Two-Wheeler,Vulnerable Road User (VRU),Clear,Dry / Smooth,Daylight,Medium,1,2,1
ACC-10137,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.72877,77.16535,2023,12,16,2,Ring Road,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Fog/Mist,Under Construction,Poor / Intermittent,Medium,1,0,1
ACC-10138,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73618,77.17836,2021,11,19,23,Ring Road,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Fog/Mist,Dry / Smooth,Unlit / Pitch Black,Congested,1,0,0
ACC-10139,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73154,77.16852,2023,1,1,21,Ring Road,Pedestrian Crossing Hazard,Heavy Truck,Commercial Goods,Rain,Damaged / Potholes,Poor / Intermittent,Low,1,1,0
ACC-10140,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.72645,77.16958,2022,1,24,8,Ring Road,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Rain,Under Construction,Daylight,Low,1,1,0
ACC-10141,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.72609,77.16931,2022,1,9,19,Ring Road,Overspeeding,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Unlit / Pitch Black,Low,1,0,0
ACC-10142,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.72634,77.16685,2024,11,17,17,Ring Road,Overspeeding,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,Low,1,0,1
ACC-10143,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73746,77.17885,2023,7,23,19,Ring Road,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Unlit / Pitch Black,High,1,0,0
ACC-10144,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.72509,77.16651,2022,10,18,9,Ring Road,Wrong-side Driving,Pedestrian,Vulnerable Road User (VRU),Rain,Damaged / Potholes,Daylight,High,1,0,1
ACC-10145,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73915,77.1655,2024,8,19,19,Ring Road,Overspeeding,Pedestrian,Vulnerable Road User (VRU),Clear,Dry / Smooth,Unlit / Pitch Black,Congested,1,1,3
ACC-10146,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73021,77.17532,2024,1,10,2,Ring Road,Wrong-side Driving,Heavy Truck,Commercial Goods,Fog/Mist,Under Construction,Streetlights Operational,Congested,1,0,3
ACC-10147,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73161,77.17591,2022,11,28,2,Ring Road,Wrong-side Driving,Two-Wheeler,Vulnerable Road User (VRU),Fog/Mist,Damaged / Potholes,Streetlights Operational,High,1,0,4
ACC-10148,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.72601,77.17735,2024,9,13,6,Ring Road,Wrong-side Driving,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Daylight,Medium,1,0,2
ACC-10149,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73495,77.17836,2024,10,25,17,Ring Road,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Daylight,High,1,0,1
ACC-10150,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.7293,77.17397,2022,12,2,7,Ring Road,Poor Lighting,Pedestrian,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Daylight,Medium,1,0,2
ACC-10151,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73879,77.17442,2023,4,10,13,Ring Road,Poor Lighting,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,Low,1,2,2
ACC-10152,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73178,77.17799,2024,9,16,9,Ring Road,Wrong-side Driving,Heavy Truck,Commercial Goods,Clear,Under Construction,Daylight,Low,1,0,2
ACC-10153,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73896,77.17795,2023,12,5,17,Ring Road,Pedestrian Crossing Hazard,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,Congested,1,1,2
ACC-10154,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73951,77.16465,2021,9,24,3,Ring Road,Overspeeding,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Dry / Smooth,Streetlights Operational,Medium,1,2,1
ACC-10155,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73029,77.17294,2022,12,4,15,Ring Road,Wrong-side Driving,Two-Wheeler,Vulnerable Road User (VRU),Rain,Damaged / Potholes,Daylight,Medium,1,0,2
ACC-10156,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.7332,77.16794,2023,5,9,19,Ring Road,Wrong-side Driving,Pedestrian,Vulnerable Road User (VRU),Clear,Under Construction,Streetlights Operational,Medium,1,0,1
ACC-10157,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73516,77.16852,2022,1,9,21,Ring Road,Wrong-side Driving,Heavy Truck,Commercial Goods,Rain,Damaged / Potholes,Poor / Intermittent,Medium,1,0,2
ACC-10158,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73952,77.17278,2024,12,21,10,Ring Road,Poor Lighting,Heavy Truck,Commercial Goods,Clear,Damaged / Potholes,Daylight,Congested,1,2,3
ACC-10159,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.7344,77.17934,2021,11,2,9,Ring Road,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Clear,Dry / Smooth,Daylight,High,1,1,0
ACC-10160,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73109,77.17944,2024,11,16,20,Ring Road,Wrong-side Driving,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Poor / Intermittent,High,1,0,2
ACC-10161,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73955,77.17174,2022,2,4,7,Ring Road,Poor Lighting,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Daylight,Low,1,0,0
ACC-10162,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.72552,77.17793,2022,12,8,1,Ring Road,Pedestrian Crossing Hazard,Pedestrian,Vulnerable Road User (VRU),Fog/Mist,Under Construction,Poor / Intermittent,High,1,0,2
ACC-10163,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73859,77.17342,2023,10,28,17,Ring Road,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Rain,Damaged / Potholes,Daylight,Low,1,1,3
ACC-10164,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73779,77.17523,2021,3,28,7,Ring Road,Poor Lighting,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Dry / Smooth,Daylight,Medium,1,0,1
ACC-10165,Delhi,North Delhi,New Delhi,Delhi Outer Ring Road (Mukarba Chowk),Mukarba Chowk to Burari Flyover Stretch,28.73388,77.17422,2023,7,25,15,Ring Road,Pedestrian Crossing Hazard,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Daylight,Congested,1,0,0
ACC-10166,Rajasthan,Kotputli-Behror,Kotputli,NH-48 Jaipur-Delhi Corridor,Behror Dhaba Cluster km 128-135,27.87481,76.26911,2024,6,1,19,National Highway,Driver Drowsiness,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Poor / Intermittent,Congested,1,1,2
ACC-10167,Rajasthan,Kotputli-Behror,Kotputli,NH-48 Jaipur-Delhi Corridor,Behror Dhaba Cluster km 128-135,27.86504,76.2692,2022,7,23,5,National Highway,Driver Drowsiness,Car,Motorized Passenger,Rain,Wet / Slippery,Unlit / Pitch Black,Low,1,0,2
ACC-10168,Rajasthan,Kotputli-Behror,Kotputli,NH-48 Jaipur-Delhi Corridor,Behror Dhaba Cluster km 128-135,27.875,76.27675,2024,8,18,18,National Highway,Drunk Driving,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Unlit / Pitch Black,Congested,1,1,2
ACC-10169,Rajasthan,Kotputli-Behror,Kotputli,NH-48 Jaipur-Delhi Corridor,Behror Dhaba Cluster km 128-135,27.87592,76.27358,2022,10,17,18,National Highway,Adverse Weather / Fog,Heavy Truck,Commercial Goods,Clear,Under Construction,Poor / Intermittent,High,1,1,1
ACC-10170,Rajasthan,Kotputli-Behror,Kotputli,NH-48 Jaipur-Delhi Corridor,Behror Dhaba Cluster km 128-135,27.8772,76.27484,2022,12,21,21,National Highway,Adverse Weather / Fog,Car,Motorized Passenger,Rain,Dry / Smooth,Poor / Intermittent,Low,1,0,1
ACC-10171,Rajasthan,Kotputli-Behror,Kotputli,NH-48 Jaipur-Delhi Corridor,Behror Dhaba Cluster km 128-135,27.86806,76.27892,2024,11,20,9,National Highway,Adverse Weather / Fog,Car,Motorized Passenger,Rain,Wet / Slippery,Daylight,Medium,1,0,3
ACC-10172,Rajasthan,Kotputli-Behror,Kotputli,NH-48 Jaipur-Delhi Corridor,Behror Dhaba Cluster km 128-135,27.87616,76.2811,2024,10,26,18,National Highway,Overspeeding,Car,Motorized Passenger,Clear,Damaged / Potholes,Unlit / Pitch Black,Congested,1,0,1
ACC-10173,Rajasthan,Kotputli-Behror,Kotputli,NH-48 Jaipur-Delhi Corridor,Behror Dhaba Cluster km 128-135,27.86981,76.27591,2021,7,22,22,National Highway,Overspeeding,Heavy Truck,Commercial Goods,Clear,Under Construction,Unlit / Pitch Black,Congested,1,0,1
ACC-10174,Rajasthan,Kotputli-Behror,Kotputli,NH-48 Jaipur-Delhi Corridor,Behror Dhaba Cluster km 128-135,27.87914,76.27864,2024,9,2,8,National Highway,Drunk Driving,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Daylight,Medium,1,0,0
